PERMNO,COMNAM,TICKER,Notes
32563,HARNISCHFEGER CORP,HRC,Original record
32563,HARNISCHFEGER CORP,HPH,Ticker updated on 1971-11-30
32563,HARNISCHFEGER INDUSTRIES INC,HPH,Company name updated on 1986-10-31
32564,HIRSCHHORN DON INC,DONH,Original record
32571,HARTFIELD STORES INC,HRT,Original record
32571,HARTFIELD ZODYS INC,HRT,Company name updated on 1967-05-31
32571,H R T INDUSTRIES INC,HRT,Company name updated on 1981-12-31
32572,ENCORE INDUSTRIES INC,ENCR,Original record
32598,HARTFORD ELEC LT CO,HEL,Original record
32599,ENDATA INC,DATA,Original record
32600,HARVEY RADIO INC,HRA,Original record
32600,HARVEY GROUP INC,HRA,Company name updated on 1969-06-30
32619,HASTINGS MANUFACTURING CO,HMF,Original record
32620,ENDOTRONICS INC,ENDO,Original record
32628,ENERGY & ENVIRONMENTAL COS INC,EECO,Original record
32628,ENERCO INC,EECO,Company name updated on 1984-05-31
32635,HAVEN INDS INC,HVN,Original record
32636,ENERGY CONVERSION DEVICES INC,ENER,Original record
32643,HEBREW NATIONAL KOSHER FOODS INC,HN,Original record
32644,ENERGY DYNAMICS INTL CORP,EDIC,Original record
32651,HECLA MINING CO,HL,Original record
32652,ENERGY FACTORS INC,EFAC,Original record
32678,HEINICKE INSTRUMENTS CO,HEI,Original record
32678,HEICO CORP,HEI,Company name updated on 1986-03-31
32678,HEICO CORP NEW,HEI,Company name updated on 1993-04-30
32679,ENERGY OPTICS INC,EOPT,Original record
32686,HELENA RUBINSTEIN INC,HER,Original record
32687,ENERGY PRODUCTION CO,ENPC,Original record
32687,FIELDPOINT PETROLEUM CORP,FPP,Company name and Ticker updated on 2005-09-30
32694,HELI COIL CORP,HLI,Original record
32695,CLINTON OIL CO DE,CLTN,Original record
32695,ENERGY RESERVES GROUP INC,ERGS,Company name and Ticker updated on 1976-02-27
32707,HELMERICH & PAYNE INC,HP,Original record
32708,ENERGY RESERVE INC,ERES,Original record
32715,RUSSEKS FIFTH AVE,RSK,Original record
32715,RUSSEKS INC,RSK,Company name updated on 1963-08-30
32715,HEMDALE ENTERPRISES,HDE,Company name and Ticker updated on 1974-07-31
32715,REDLAW ENTERPRISES INC,RDL,Company name and Ticker updated on 1975-12-31
32715,REDLAW INC,RDL,Company name updated on 1977-09-30
32716,ENERGY RES N D INC,SAVE,Original record
32716,CENTRUM INDUSTRIES INC,CIII,Company name and Ticker updated on 1988-10-31
32723,HIGBIE MANUFACTURING CO,HIG,Original record
32724,ENERGY SCIENCE CORP,ESCG,Original record
32731,HIGHWAY TRAILER INDS INC,HWY,Original record
32732,ENERGY SHED INC,SHED,Original record
32758,HILLS SUPERMARKETS INC,HLS,Original record
32759,ENERGY SOURCES INC,ENGS,Original record
32766,HOE R & CO INC,HOE,Original record
32774,HOFFMAN INTL CORP,HMI,Original record
32775,ENERGY SYSTEMS HOLDINGS LTD,ESHLY,Original record
32782,HOFMANN INDUSTRIES INC,HOF,Original record
32783,ENERGY SYSTEMS INC,ENSI,Original record
32790,HOLLINGER CONS GOLD MINES LTD,HOL,Original record
32790,HOLLINGER MINES LTD,HOL,Company name updated on 1968-05-31
32790,HOLLINGER ARGUS LTD,HOL,Company name updated on 1979-10-31
32791,ENERGY VENTURES INC,ENGY,Original record
32791,ENERGY VENTURES INC,EVI,Ticker updated on 1994-06-30
32791,E V I INC,EVI,Company name updated on 1997-05-30
32791,E V I WEATHERFORD INC,EVI,Company name updated on 1998-05-29
32791,WEATHERFORD INTL INC NEW,WFT,Company name and Ticker updated on 1998-09-30
32791,WEATHERFORD INTL LTD,WFT,Company name updated on 2002-06-28
32791,WEATHERFORD INTL LTD NEW,WFT,Company name updated on 2009-02-27
32791,WEATHERFORD INTERNATIONAL PLC,WFT,Company name updated on 2014-06-30
32791,WEATHERFORD INTERNATIONAL PLC,WFRD,Ticker updated on 2021-06-30
32803,HOLLY CORP,HOC,Original record
32803,HOLLYFRONTIER CORP,HFC,Company name and Ticker updated on 2011-07-29
32803,H F SINCLAIR CORP,DINO,Company name and Ticker updated on 2022-03-31
32804,ENEX RESOURCES CORP CO,ENEX,Original record
32811,HOLOPHANE INC,HA,Original record
32838,HOLLY STORES INC,HST,Original record
32839,ENGINEERING MEASUREMENTS CO,EMCX,Original record
32839,ENGINEERING MEASUREMENTS CO,EMCO,Ticker updated on 1984-05-31
32846,HOLYOKE SHS INC,HKS,Original record
32847,ENERGY CAP DEV CORP,ECDC,Original record
32847,ENERCAP CORP,ENCP,Company name and Ticker updated on 1989-03-31
32847,ENERCAP CORP,ENPC,Ticker updated on 1991-04-30
32854,HOME OIL LTD,HG,Original record
32855,ENERGY CLINIC CORP,ENRG,Original record
32862,HOME OIL LTD,HG,Original record
32863,ENERDINE INTERNATIONAL,EVEL,Original record
32870,HORMEL GEORGE A & CO,HRL,Original record
32870,HORMEL FOODS CORP,HRL,Company name updated on 1995-02-28
32889,HORN & HARDART BAKING CO,HNB,Original record
32890,ENERGY ASSETS INTL CORP,EAIC,Original record
32897,HORN & HARDART CO,HOR,Original record
32897,HANOVER DIRECT INC,HNV,Company name and Ticker updated on 1993-09-30
32898,ENERGY SOLUTIONS INC,ENSO,Original record
32918,HOSKINS MANUFACTURING CO,HSK,Original record
32926,MACOID INDUSTRIES INC,MIN,Original record
32926,HOWELL INDUSTRIES INC,HOW,Company name and Ticker updated on 1971-11-30
32927,DYNASONICS CORP,DSON,Original record
32927,ENERGRO INC,EGRO,Company name and Ticker updated on 1983-11-30
32934,HUBBELL HARVEY INC,HUB,Original record
32934,HUBBELL INC,HUB,Company name updated on 1986-06-30
32935,OIL MOP INC,ENTK,Original record
32935,ENERTECH INC,ENTK,Company name updated on 1982-05-28
32942,HUBBELL HARVEY INC,HUB,Original record
32942,HUBBELL INC,HUB,Company name updated on 1986-06-30
32942,HUBBELL INC,HUBB,Ticker updated on 2015-12-31
32943,ENERGYNORTH INC,ENNI,Original record
32943,ENERGYNORTH INC,EI,Ticker updated on 1995-04-28
32950,HUDSON & MANHATTAN CORP,HXR,Original record
32969,NAMM LOESERS INC,NAM,Original record
32969,HUGHES & HATCHER INC,HGH,Company name and Ticker updated on 1963-05-31
32970,ENER MARK CORP,ENMK,Original record
32977,HUDSON VITAMIN PRODS INC,HVP,Original record
32977,HUDSON NATL INC,HVP,Company name updated on 1964-10-30
32977,HUDSON NATL INC,HUD,Ticker updated on 1965-04-30
32978,ENERGETICS INC,EJTX,Original record
32985,CANADIAN HUSKY OIL LTD,CYO,Original record
32985,HUSKY OIL CDA LTD,HYO,Company name and Ticker updated on 1963-05-31
32985,HUSKY OIL LTD,HYO,Company name updated on 1968-09-30
32986,ENERGAS CO,EGAS,Original record
32986,ATMOS ENERGY CORP,ATO,Company name and Ticker updated on 1988-10-31
32993,HYCON MANUFACTURING CO,HY,Original record
32994,ENDO LASE INC,ENDL,Original record
33005,HYDROMETALS INC,HYD,Original record
33006,ENERTEC CORP,ENRC,Original record
33013,HYGRADE FOOD PRODS CORP,HFO,Original record
33014,PACKAGE PRODS INC,PPCO,Original record
33014,ENGRAPH INC,ENGH,Company name and Ticker updated on 1973-10-31
33021,INLAND HOMES CORP,IHC,Original record
33021,I H C INC,IHC,Company name updated on 1968-08-30
33048,I M C MAGNETICS CORP,IMG,Original record
33049,ENSUN CORP,ENSN,Original record
33056,INSURANCE CO NORTH AMER,INA,Original record
33056,INSURANCE CO NORTH AMER,IND,Ticker updated on 1965-03-31
33056,I N A CORP,INA,Company name and Ticker updated on 1968-05-31
33057,ENTENMANNS INC,ENTN,Original record
33064,ISRAEL AMERN OIL CO,IAO,Original record
33064,ISRAM CORP,IAO,Company name updated on 1964-04-30
33064,I T I CORP,IT,Company name and Ticker updated on 1969-01-31
33064,I T I CORP OHIO,ITI,Company name and Ticker updated on 1977-02-28
33064,I T I CORP OHIO,IT,Ticker updated on 1978-11-30
33065,ENTERPRISE RADIO INC,ERSN,Original record
33072,IMPERIAL CHEMICAL INDUSTRIES LTD,IMP,Original record
33072,IMPERIAL CHEMICAL INDUSTRIES PLC,ICI,Company name and Ticker updated on 1983-11-30
33073,LEZAK ENERGY GROUP INC,LZAK,Original record
33073,ENTERPRISE OIL & GAS,ENTR,Company name and Ticker updated on 1982-11-30
33073,ENTERPRISE TECHNOLOGIES INC,ENTR,Company name updated on 1983-07-29
33080,IMPERIAL TOBACCO GT BR & IR LTD,IMT,Original record
33080,IMPERIAL TOBACCO GROUP LTD,IMT,Company name updated on 1969-01-31
33080,IMPERIAL GROUP LTD,IMT,Company name updated on 1973-04-30
33080,IMPERIAL GROUP PLC,IMT,Company name updated on 1982-04-30
33081,ENTERTAINMENT PUBLICATIONS INC,EPUB,Original record
33081,ENTERTAINMENT PUBLICATIONS INC,ENT,Ticker updated on 1988-12-30
33099,IMPERIAL OIL LTD,IMO,Original record
33100,ENTERTAINMENT SYSTEMS INC,ENTS,Original record
33101,IMPERIAL TOB CO CDA LTD,ITC,Original record
33102,ENTRE COMPUTER CTRS INC,ETRE,Original record
33128,INDEPENDENT TEL CO,IDT,Original record
33129,ENTWISTLE CO,ENTW,Original record
33136,INDUSTRIAL ELECTRONIC HRDWR CORP,IHM,Original record
33136,INDUSTRIAL ELECTRONIC HRDWR CORP,IEHC,Ticker updated on 1977-09-30
33136,I E H CORP,IEHC,Company name updated on 1988-10-31
33137,ENZON INC,ENZN,Original record
33137,ENZON PHARMACEUTICALS INC,ENZN,Company name updated on 2002-12-31
33144,INLAND CREDIT CORP,ICC,Original record
33145,ENVIRODYNE INC,ENVR,Original record
33145,ENVIRODYNE INDUSTRIES INC,ENVR,Company name updated on 1978-02-28
33152,JEFFERSON CONSTRUCTION CO,JCC,Original record
33152,INTERCONTINENTAL INDUSTRS INC NV,INI,Company name and Ticker updated on 1967-05-31
33153,ENVIRONMENT ONE CORP,EONE,Original record
33160,INTERNATIONAL HOLDINGS CORP,IH,Original record
33161,ENVIRONMENTAL RESEARCH CORP,ENRE,Original record
33179,INTERNATIONAL STRETCH PRODS INC,IST,Original record
33179,INTERNATIONAL STRETCH PRODS INC,ISTP,Ticker updated on 1981-02-27
33187,INTERNATIONAL OIL & GAS CORP,IOG,Original record
33188,ENVIRONMENTAL TECTONICS CORP,ENVT,Original record
33188,ENVIRONMENTAL TECTONICS CORP,ETC,Ticker updated on 1990-11-30
33195,INTERNATIONAL PRODS CORP,IPU,Original record
33196,ENVIROSEARCH CORP,EVRO,Original record
33196,E V R O FINANCIAL CORP,EVRO,Company name updated on 1986-10-31
33196,E V R O CORP,EVRO,Company name updated on 1994-03-31
33196,CHANNEL AMERICA BROADCASTING INC,CATV,Company name and Ticker updated on 1996-10-31
33208,INVESTMENT PPTY BLDRS INC,IVP,Original record
33209,ENZO BIOCHEM INC,ENZO,Original record
33209,ENZO BIOCHEM INC,ENZ,Ticker updated on 1988-07-29
33216,INVESTORS FUNDING CORP NY,INV,Original record
33216,INVESTORS FUNDING CORP NY,IFC,Ticker updated on 1967-07-31
33217,EPCOM INC,EPCM,Original record
33224,INVESTORS ROYALTY INC,IRL,Original record
33232,INTERNATIONAL BREWERIES INC,IBI,Original record
33232,IROQUOIS INDS INC,IRI,Company name and Ticker updated on 1967-05-31
33232,IROQUOIS BRANDS LTD,IBL,Company name and Ticker updated on 1973-06-29
33233,EPSCO INC,EPSC,Original record
33240,IRVING AIR CHUTE INC,IHV,Original record
33240,IRVIN INDUSTRIES INC,III,Company name and Ticker updated on 1968-01-31
33240,IRVIN INDUSTRIES INC,IRV,Ticker updated on 1969-07-31
33241,EPSILON DATA MANAGEMENT INC,EPSI,Original record
33259,JEANNETTE GLASS CO,JGA,Original record
33259,JEANNETTE CORP,JGA,Company name updated on 1971-04-30
33260,EQUATORIAL COMMUNICATIONS CO,EQUA,Original record
33267,JETRONIC INDUSTRIES INC,JET,Original record
33268,LUMBERMANS ACCEPTANCE CO,LUMB,Original record
33268,EQUESTRIAN CENTERS AMERICA INC,EQCA,Company name and Ticker updated on 1983-12-30
33275,JUPITER CORP,JUP,Original record
33275,JUPITER INDUSTRIES INC,JUP,Company name updated on 1971-11-30
33276,EQUINETICS INC,EQNT,Original record
33283,KAISER INDUSTRIES CORP,KI,Original record
33284,EQUINOX SOLAR INC,EQIX,Original record
33291,KALTMAN D & CO INC,KAL,Original record
33291,KALVEX INC DE,KAL,Company name updated on 1968-03-29
33292,EQUIPMENT COMPANY AMER,ECOA,Original record
33304,KATZ DRUG CO,KD,Original record
33305,EQUITABLE BANCORP,EBNC,Original record
33312,KAUFMAN & BROAD BLDG CO,KB,Original record
33312,KAUFMAN & BROAD INC,KB,Company name updated on 1968-04-30
33312,BROAD INC,BRO,Company name and Ticker updated on 1989-03-31
33312,SUNAMERICA INC,SAI,Company name and Ticker updated on 1993-02-26
33313,EQUITABLE LIFE INS CO WASH D C,EQUT,Original record
33313,EQUITABLE GENERAL CORP,EQGN,Company name and Ticker updated on 1973-12-31
33320,KAVANAU CORP,KAV,Original record
33320,KAVANAU REAL EST TR,KAV,Company name updated on 1967-01-31
33321,EQUITABLE LIFE INS CO IOWA,EQIA,Original record
33321,EQUITABLE OF IOWA COMPANIES,EQIC,Company name and Ticker updated on 1977-12-30
33321,EQUITABLE OF IOWA COMPANIES,EQICB,Ticker updated on 1980-04-30
33321,EQUITABLE OF IOWA COMPANIES,EIC,Ticker updated on 1993-09-30
33339,KAWECKI CHEM CO,KCC,Original record
33340,EQUITABLE OF IOWA COMPANIES,EQICA,Original record
33347,KAY JEWELRY STORES INC,KAY,Original record
33347,KAY CORP,KAY,Company name updated on 1972-08-31
33347,BALFOUR MACLAINE CORP,BML,Company name and Ticker updated on 1988-05-31
33348,EQUITABLE SAVINGS & LN ASSN OR,EQTB,Original record
33363,KIDDE WALTER & CO INC,KDE,Original record
33363,KIDDE INC,KDE,Company name updated on 1980-04-30
33371,KILEMBE COPPER COBALT LTD,KBC,Original record
33372,EQUITEX INC,EQTX,Original record
33398,KIN ARK CORP,KIN,Original record
33398,KINARK CORP,KIN,Company name updated on 1978-06-30
33398,NORTH AMERICAN GALV & CTNGS INC,NGA,Company name and Ticker updated on 2003-07-31
33400,TERMINAL HUDSON ELECTRS INC,THE,Original record
33400,TERMINAL HUDSON CORP,THE,Company name updated on 1971-05-28
33400,TITMUS OPTICAL CORP,TOC,Company name and Ticker updated on 1972-07-31
33400,KING OPTICAL CORP,KNG,Company name and Ticker updated on 1974-05-31
33400,KING OPTICAL CORP,KNGO,Ticker updated on 1979-10-31
33401,EQUITY GOLD INC,EGLD,Original record
33419,KINGSFORD CO,KFD,Original record
33420,EQUITY OIL CO,EQTY,Original record
33427,KINGSTON PRODS CORP,KPT,Original record
33428,E R B LUMBER CO DE,ERBL,Original record
33428,E R B LUMBER CO MI,ERBL,Company name updated on 1975-09-30
33435,KIRBY PETROLEUM CO,KVS,Original record
33435,KIRBY INDUSTRIES INC,KVS,Company name updated on 1967-11-30
33436,ERICKSON CORP,ERCK,Original record
33443,KIRKLAND MINERALS CORP,KLK,Original record
33451,KLEER VU INDUSTRIES INC,KVU,Original record
33452,ERICSSON L M TELEPHONE CO,ERIC,Original record
33452,ERICSSON L M TELEPHONE CO,ERICY,Ticker updated on 1990-09-28
33452,ERICSSON,ERIC,Company name updated on 2012-02-29
33478,KLEINERT I B RUBR,KLR,Original record
33478,KLEINERTS INC,KLR,Company name updated on 1969-06-30
33478,KLEINERTS INC,KLRT,Ticker updated on 1982-03-31
33479,ENVIRONMENTAL COMMUNITIES INC,ENVC,Original record
33486,KLEIN S DEPT STORES,KDS,Original record
33494,KLION H L,KLI,Original record
33495,EQUITY STRATEGIES FD INC,EQSF,Original record
33507,KNOTT HOTELS CORP,KNT,Original record
33508,ENVIRONMENTAL TESTING & CERTIF,ETCC,Original record
33508,ENVIRONMENTAL TREATMENT & TECHN,ETCC,Company name updated on 1986-07-31
33508,ENVIRONMENTAL TREATMENT & TECHN,ETT,Ticker updated on 1987-08-31
33508,O H M CORP,OHM,Company name and Ticker updated on 1989-02-28
33515,KOSTIN CORP,KOB,Original record
33516,ERIE LACKAWANNA INC,ERIE,Original record
33523,L AIGLON APPAREL INC,LAG,Original record
33531,KROPP FORGE CO,KFC,Original record
33532,WILLIAMS MFG CO,WMFG,Original record
33532,ESCALADE INC,ESCA,Company name and Ticker updated on 1973-03-30
33558,KULKA SMITH ELECTRS,KS,Original record
33559,ESSEX BANCORP INC,EXBC,Original record
33566,LIVINGSTON OIL CO,LVO,Original record
33566,L V O CORP,LVO,Company name updated on 1969-09-30
33567,ESSEX CORP,ESEX,Original record
33567,ESSEX CORP,EYW,Ticker updated on 2003-06-30
33567,ESSEX CORP,KEYW,Ticker updated on 2004-03-31
33574,LAFAYETTE RADIO ELECTRS CORP,LAF,Original record
33575,ESSEX COUNTY GAS CO,ECGC,Original record
33582,LAKE SHORE MINES LTD,LKK,Original record
33583,ESTEBANS MEXICAN FOODS INC,ESTB,Original record
33583,ESTEBANS FOODS,ESTB,Company name updated on 1984-05-31
33583,ARDEN INTERNATIONAL KITCHENS,AIKI,Company name and Ticker updated on 1985-07-31
33590,LAKEY FDRY CORP,LKY,Original record
33591,ETHAN ALLEN INC,ETHNA,Original record
33603,LAMSON & SESSIONS CO,LMS,Original record
33604,EVANS & MITCHELL INDS INC,EVAM,Original record
33611,LAMB INDS INC,LAM,Original record
33612,EVANS & SUTHERLAND COMPUTER CORP,ESCC,Original record
33638,LAMSON CORP,LMC,Original record
33639,EVANS INC,EVAN,Original record
33639,EVANS INC,EVNC,Ticker updated on 1998-12-31
33646,GULF STATES LN & INDS INC,GSL,Original record
33646,LANDMARK LAND INC,LML,Company name and Ticker updated on 1972-07-31
33647,EVERGREEN RESOURCES INC,EVER,Original record
33647,EVERGREEN RESOURCES INC,EVG,Ticker updated on 2000-09-29
33654,LARCHFIELD CORP,LAR,Original record
33655,EVERGOOD PRODUCTS CORP,EVGD,Original record
33662,LANSTON INDS INC,LAN,Original record
33663,EVOLUTION TECHNOLOGIES,ETEC,Original record
33670,HALL C M LAMP CO,HLP,Original record
33670,LEADER INTERNATIONAL INDS INC,LED,Company name and Ticker updated on 1969-06-30
33690,EXCALIBUR TECHNOLOGIES CORP,EXCA,Original record
33690,CONVERA CORP,CNVR,Company name and Ticker updated on 2000-12-29
33697,LEE MOTOR PRODUCTS INC,LEE,Original record
33698,EXXCEL ENERGY CORP,EXLL,Original record
33698,EXCEL ENERGY CORP,EXLL,Company name updated on 1979-01-31
33718,LEFCOURT RLTY CORP,LEF,Original record
33719,EXCELSIOR INVESTORS CO,EXCL,Original record
33726,LEVINES INC,LEV,Original record
33727,EXCHANGE BANCORPORATION TAMPA,EXBN,Original record
33734,LIBERTY FABRICS NY INC,LBY,Original record
33735,EXCHANGE INTL CORP,EXCG,Original record
33735,EXCHANGE BANCORP INC,EXCG,Company name updated on 1988-05-31
33742,PROGRESS MFG CO,PMC,Original record
33742,LIGHTING CORP AMER,LHT,Company name and Ticker updated on 1966-05-31
33743,EXCHANGE OIL & GAS CORP,EXOG,Original record
33750,LITHIUM CORP AMER,LCA,Original record
33751,EXCOA OIL & GAS INC,XCOA,Original record
33769,LODGE & SHIPLEY CO,LSP,Original record
33770,EXECUTIVE HOUSE INC,EXHS,Original record
33770,EXTECH CORP,EXTH,Company name and Ticker updated on 1991-09-30
33770,D C A P GROUP INC,DCAP,Company name and Ticker updated on 2004-10-29
33770,KINGSTONE COMPANIES INC,KINS,Company name and Ticker updated on 2009-07-31
33777,LONGINES WITTNAUER WATCH INC,LGW,Original record
33778,EXIDYNE INC,EXID,Original record
33785,LORAL ELECTRONICS CORP,LOR,Original record
33785,LORAL CORP,LOR,Company name updated on 1964-10-30
33793,LOUIS SHERRY PRESERVES INC,LS,Original record
33793,LOUIS SHERRY INC,LS,Company name updated on 1965-09-30
33794,EXOVIR INC,XOVR,Original record
33806,LOUISIANA GAS SERVICE CO,LGS,Original record
33806,LOUISIANA GENERAL SERVICES INC,LGS,Company name updated on 1971-03-31
33807,EXPEDITER SYSTEMS INC,EXPT,Original record
33814,LOUISIANA LAND & EXPLORATION CO,LLX,Original record
33815,EXPLORATION CO,TXCO,Original record
33815,T X C O RESOURCES INC,TXCO,Company name updated on 2007-05-31
33822,LUCKY FRIDAY SILVER & LEAD,LF,Original record
33823,EXPLOSIVE FABRICATORS INC,EXPL,Original record
33823,EXPLOSIVE FABRICATORS INC,BOOM,Ticker updated on 1987-03-31
33823,DYNAMIC MATERIALS CORP,BOOM,Company name updated on 1994-12-30
33823,D M C GLOBAL INC,BOOM,Company name updated on 2016-11-30
33830,LUNDY ELECTRONICS & SYSTEMS INC,LDY,Original record
33831,EXPO OIL N L,EXPO,Original record
33849,LYNCH CORP,LGL,Original record
33849,L G L GROUP INC,LGL,Company name updated on 2006-06-30
33857,M P O VIDEOTRONICS INC,MPO,Original record
33858,EXTRACORPOREAL MEDICAL SPCLTS IN,EXMS,Original record
33865,MID WEST ABRASIVE CO,MBR,Original record
33865,M W A CO,MBR,Company name updated on 1968-10-31
33866,EXTRACTIVE FUELS INC,FUEL,Original record
33873,MACKE VENDING CO,MAK,Original record
33873,MACKE CO,MAK,Company name updated on 1965-08-31
33881,MACKEY AIRLS INC,MCY,Original record
33882,F & M NATIONAL CORP,FMNT,Original record
33882,F & M NATIONAL CORP,FMN,Ticker updated on 1994-12-30
33902,MAGELLAN PETROLEUM CORP,MPC,Original record
33903,F B TRUCK LINE CO,FBTK,Original record
33910,SPEEDRY CHEMICAL PRODS INC,SPY,Original record
33910,MAGIC MARKER CORP,MMC,Company name and Ticker updated on 1966-05-31
33910,MAGIC MARKER CORP,MAGM,Ticker updated on 1974-12-31
33911,F A F C O INC,FAFO,Original record
33929,MAGNA OIL CORP,MGA,Original record
33930,F C A INDUSTRIES INC,FCAN,Original record
33937,MAINE PUBLIC SERVICE CO,MAP,Original record
33937,MAINE & MARITIMES CORP,MAM,Company name and Ticker updated on 2003-07-31
33945,MAJESTIC SPECIALTIES INC,MAJ,Original record
33953,MALLORY RANDALL CORP,MR,Original record
33953,MALLORY RANDALL CORP,MACO,Ticker updated on 1977-02-28
33954,F M S MANAGEMENT SYSTEMS INC,FMSM,Original record
33961,MANGEL STORES CORP,MGE,Original record
33961,RUSSELL BURDSALL & WARD CORP,RBW,Company name and Ticker updated on 1978-02-28
33961,R B & W CORP,RBW,Company name updated on 1986-04-30
33962,FIRST NORTHWEST INDS AMER INC,FNOR,Original record
33962,F N I INC,FNOR,Company name updated on 1980-05-30
33988,GOODMAN MFG CO,GMF,Original record
33988,MANGOOD CORP,MAB,Company name and Ticker updated on 1965-09-30
33988,HOWE RICHARDSON INC,HRI,Company name and Ticker updated on 1988-01-29
33989,FUNDING SYS CORP,FNSY,Original record
33989,F S C CORP,FSCC,Company name and Ticker updated on 1979-05-31
33996,MANSFIELD TIRE & RUBR CO,MSF,Original record
33997,FABRI TEK INC,FATK,Original record
34008,MARCONI INTERNATIONAL MARINE LTD,MIM,Original record
34016,MARLIN ROCKWELL CORP DE,MRG,Original record
34016,MARLIN ROCKWELL CORP DE,MRC,Ticker updated on 1963-07-31
34017,FABRIC WHSLRS INC,FBRC,Original record
34017,FABRICLAND INC,FBRC,Company name updated on 1987-10-30
34024,MARYLAND CUP CORP,MCP,Original record
34024,MARYLAND CUP CORP,MDC,Ticker updated on 1965-08-31
34032,MASCO CORP,MAS,Original record
34033,F C S INDUSTRIES INC,FCSI,Original record
34033,F C S LABORATORIES INC,FCSI,Company name updated on 1985-11-29
34040,MASSEY FERGUSON LTD,MSE,Original record
34040,VARITY CORP,VAT,Company name and Ticker updated on 1986-06-30
34041,F D P CORP,FDPC,Original record
34059,MAULE INDUSTRIES INC,MAU,Original record
34067,MC CULLOCH OIL CORP,MCO,Original record
34067,M C O HLDGS INC,MCO,Company name updated on 1980-06-30
34067,MAXXAM INC,MXM,Company name and Ticker updated on 1988-10-31
34068,FABULOUS INNS AMER,FABS,Original record
34075,MEAD JOHNSON & CO,MJ,Original record
34076,FAIR LANES INC,FAIR,Original record
34083,MENASCO MANUFACTURING CO,MEN,Original record
34091,MERCHANTS REFRIGERATING CO,MRF,Original record
34112,MIAMI EXTRUDERS INC,MIE,Original record
34113,FALCON OIL & GAS INC,FLOG,Original record
34120,MICHIGAN CHEMICAL CORP,MCH,Original record
34121,FALCON PRODUCTS INC,FLCP,Original record
34121,FALCON PRODUCTS INC,FCP,Ticker updated on 1995-12-29
34139,MICHIGAN SUGAR CO,MGU,Original record
34140,FALCON SCIENCES INC,FSFS,Original record
34147,MICROWAVE ASSOCIATION INC,MAI,Original record
34147,M A COM INC,MAI,Company name updated on 1978-04-28
34155,MICROMATIC HONE CORP,MIK,Original record
34156,FALCONER CO,FALN,Original record
34163,MIDWEST INVT CO,MWS,Original record
34171,MILL FACTORS CORP,MFC,Original record
34172,FAMILIAN CORP,FAMC,Original record
34198,MILLER WOHL INC,MLW,Original record
34199,FAMILY ENTERTAINMENT CTRS INC,FMLY,Original record
34200,MILO ELECTRONICS CORP,MLO,Original record
34201,FAMILY HEALTH SYS INC,FHSY,Original record
34219,MINING CORP CDA,MCD,Original record
34220,FAMILY LIFE INSURANCE CO WA,FMLYA,Original record
34227,MIRRO ALUMINUM CO,MIR,Original record
34227,MIRRO CORP,MIR,Company name updated on 1979-05-31
34228,FAMILY MEDICAL TREATMT CTRS AMER,FAMM,Original record
34228,NATIONAL H M O CORP,NHMO,Company name and Ticker updated on 1984-12-31
34228,NATIONAL HOME HEALTH CARE CORP,NHHC,Company name and Ticker updated on 1991-12-31
34235,MOHAWK AIRLS INC,MAL,Original record
34236,FAMILY SHOWTIME THEATRES INC,EATS,Original record
34243,MOLYBDENITE CORP CDA LTD,MDT,Original record
34244,FANON COURIER USA INC,FNON,Original record
34251,MOLYBDENUM CORP AMER,MLY,Original record
34251,MOLYCORP INC,MLY,Company name updated on 1974-04-30
34278,MONOGRAM INDUSTRIES INC DE,MGP,Original record
34278,MONOGRAM INDUSTRIES INC DE,MG,Ticker updated on 1967-09-29
34279,FARADAY LABS INC,FDLB,Original record
34286,MORSE ELECTRO PRODUCTS CORP,MOR,Original record
34286,MORSE ELECTRO PRODUCTS CORP,MEP,Ticker updated on 1972-10-31
34287,FARADYNE ELECTRONICS CORP,FARA,Original record
34287,TOTAL TEL USA COMMUNICATIONS INC,TELU,Company name and Ticker updated on 1991-11-29
34287,COVISTA COMMUNICATIONS INC,CVST,Company name and Ticker updated on 2000-10-31
34294,MOUNT CLEMENS INDS INC,MCM,Original record
34295,FARED ROBOT SYSTEMS INC,FARE,Original record
34295,FARED SYSTEMS INC,FARE,Company name updated on 1988-03-31
34307,MOUNT DIABLO CO,MDO,Original record
34308,FARINON CORP,FARN,Original record
34315,MOUNT VERNON MLS INC,MVW,Original record
34316,FARM & HOME LIFE INS CO,FHOM,Original record
34323,MOUNTAIN STATES TEL & TELEG CO,MOU,Original record
34324,FARM & HOME SVGS ASSN NEVADA,FAHS,Original record
34324,FARM & HOME FINANCIAL CORP,FAHS,Company name updated on 1988-10-31
34331,MOVIE STAR INC,MVS,Original record
34332,FARM FRESH INC,FFSH,Original record
34358,MOVIELAB INC,MOV,Original record
34359,FARM HOUSE FOODS CORP,FHFC,Original record
34366,MURRAY OHIO MFG CO,MYO,Original record
34367,FARMER BROTHERS CO,FARM,Original record
34374,MUTER CO,MTR,Original record
34382,MUSKOGEE CO,MKO,Original record
34383,FARMERS GROUP INC,FGRP,Original record
34390,ROSS PRODUCTS INC,RSS,Original record
34390,N M S INDUSTRIES INC,NMS,Company name and Ticker updated on 1967-09-29
34403,NACHMAN CORP,NAH,Original record
34404,FARR CO,FARC,Original record
34411,NATIONAL RUBR MACHY CO,NRU,Original record
